size,mflop
31,11624.6
32,19009.9
96,20000.1
97,21012.4
127,16676.5
128,14940.4
129,16610.1
191,20251.2
192,18916.4
229,21475.2
255,14938.6
256,15060.4
257,15819.5
319,21041.6
320,18846.2
321,20871.9
417,20301.5
479,19147.5
480,19186.8
511,14027.9
512,12385.1
639,16013.9
640,13766.6
767,14407.8
768,12893.9
769,15755.3
1023,15470.2
1024,13577.1
1025,14792.6
1525,18699.7
1526,20981.2
1527,19984.1
