size,mflop
31,10838.4
32,18486.5
96,19957.3
97,21553.2
127,17125.8
128,14842.9
129,16418.4
191,20514
192,18924.5
229,21617.2
255,15470.5
256,15187
257,14659.6
319,21293.1
320,19176
321,21299.9
417,21643.3
479,20650
480,20302.6
511,15908.9
512,14337.1
639,17377.8
640,15650
767,15522.9
768,14713.8
769,15285.1
1023,15118.5
1024,13074.3
1025,13812.9
1525,18490.4
1526,20737.6
1527,20058.3
