size,mflop
31,8104.25
32,7059.93
96,7754.94
97,7310.12
127,7690.67
128,7178.99
129,7136.87
191,7973.87
192,8246.11
229,7918.66
255,7295.32
256,7415.98
257,7046.38
319,7535.96
320,7951.32
321,7739.21
417,7389.59
479,7562.1
480,7099.21
511,7330.81
512,7360.77
639,7455.48
640,7592.17
767,7338.75
768,7457.2
769,7261.2
1023,7064.9
1024,7294.51
1025,7245.22
1525,7509.4
1526,7724.07
1527,7677.04
