size,mflop
31,5622.98
32,5836.33
96,6015.71
97,5778.87
127,5968.63
128,5943.03
129,5945.76
191,5837.86
192,5738.62
229,5501.75
255,5445.84
256,5492.94
257,5590.55
319,5119.55
320,5465.9
321,5758.62
417,5772.51
479,4752.41
480,5741.61
511,5140.93
512,3719.19
639,5653.61
640,5836.13
767,5944.83
768,5489.64
769,5809.44
1023,5597.75
1024,3581.42
1025,5525.05
1525,5847.44
1526,5898.77
1527,5963.58
