size,mflop
31,8014.77
32,7127.76
96,6914.81
97,6567.7
127,7329.56
128,7009.17
129,6360.49
191,6932.35
192,7004.58
229,4744.07
255,6824.97
256,6906.36
257,5929.91
319,6558.62
320,6613.61
321,6382.44
417,6451.47
479,7087.51
480,7195.26
511,6685.19
512,6517.63
639,6725.85
640,6661.06
767,6419.37
768,6304.07
769,6810.67
1023,6759.41
1024,6682.83
1025,6153.27
1525,7035.23
1526,7090.82
1527,6839.72
