size,mflop
31,4899.31
32,5096.04
96,5087.08
97,4820.37
127,5165.23
128,5009.8
129,4558.24
191,5172.38
192,5042.14
229,5028.34
255,5099.48
256,5196.99
257,4420.53
319,4993
320,4974.23
321,4384.46
417,4278.43
479,4900.37
480,4891.44
511,4933.69
512,5024.36
639,5056.36
640,5066.33
767,4922.79
768,4972.07
769,4302.3
1023,4867.24
1024,4628.61
1025,4364.21
1525,5095.82
1526,5155.65
1527,5120.86
