size,mflop
31,8316.01
32,6733.8
96,7548.88
97,7359.08
127,7536.8
128,7724.96
129,6650.5
191,7097.2
192,7603.28
229,7392.67
255,7031.42
256,7228.98
257,6955.13
319,6571.59
320,7558.45
321,6876.68
417,7204.44
479,7228.07
480,7521.29
511,6922.82
512,7317.63
639,7163.86
640,7349.52
767,7103.88
768,7294.55
769,7142.68
1023,6990.54
1024,7390.58
1025,7236.91
1525,7103.36
1526,7336.92
1527,7215.3
