size,mflop
31,6453.42
32,6021.33
96,6410.26
97,5946.56
127,6463.94
128,6337.57
129,5850.86
191,6173.76
192,6416.69
229,6143.42
255,6439.81
256,6445.85
257,5976.88
319,6233.73
320,6334
321,6207.02
417,6072.95
479,6206.55
480,6431.28
511,6114.09
512,5920.95
639,6216.82
640,6286.64
767,6412.42
768,6566.8
769,6222.53
1023,6117.12
1024,5702.02
1025,6177.98
1525,6211.59
1526,6389.11
1527,5909.25
