size,mflop
31,5911.97
32,5667.59
96,3439.69
97,3511.04
127,3385.79
128,2142.59
129,3352.5
191,3171.87
192,2143.15
229,2890.73
255,2777.22
256,2166.93
257,2662.53
319,1425.86
320,902.21
321,744.134
417,1604.71
479,946.55
480,1325.15
511,2229.84
512,1331.86
639,2130.38
640,1931.83
767,2056.37
768,1902.08
769,2027.65
1023,2001.84
1024,605.02
1025,1976.48
1525,1949.1
1526,1935.59
1527,1906.94
