size,mflop
31,17966.2
32,18490.2
96,20335.2
97,19963.1
127,20708
128,20316.1
129,19563.5
191,20654.3
192,20879
229,20906.3
255,20434.7
256,21049.2
257,21123.3
319,20895
320,20848.2
321,21235.4
417,21338.6
479,20976.2
480,21349.6
511,21233
512,21080.4
639,21512.5
640,21369.1
767,21697.3
768,21358.3
769,21114.1
1023,20642.9
1024,20530.4
1025,21222.6
1525,20707.2
1526,21216.1
1527,21690.2
