size,mflop
31,10068.6
32,14284.3
96,15101.3
97,14421.1
127,13112.6
128,11834.5
129,13179.3
191,15397.3
192,14921.2
229,15785.4
255,12656.9
256,11575.4
257,12586.5
319,16615.3
320,14772.8
321,15818.8
417,16459.4
479,15897
480,15830.6
511,12057.2
512,10874.3
639,14439.4
640,11686.1
767,12854.4
768,11739.5
769,13181.7
1023,12436.6
1024,10574.7
1025,11622.7
1525,14785.6
1526,16362.9
1527,15681.4
