size,mflop
31,9352.58
32,13816.7
96,14656.7
97,14401.6
127,13139.3
128,11688.6
129,12650.8
191,15251.1
192,14365.9
229,16523.8
255,12590.2
256,11620.9
257,12123.8
319,14475.4
320,14967.1
321,16328.6
417,16244.9
479,16054.3
480,15549.9
511,12533.3
512,10910.3
639,14257.3
640,12051.1
767,12647.5
768,11539.8
769,12797.2
1023,11928.2
1024,10571.8
1025,12351.1
1525,15239.6
1526,16361.1
1527,15879.2
