size,mflop
31,4651.2
32,4806.74
96,6045.08
97,5913.24
127,6064.43
128,5944.01
129,6044.7
191,5961.1
192,5968.22
229,5763.71
255,5917.99
256,5536.25
257,5917.62
319,5833.47
320,5919.64
321,5871.31
417,5686.48
479,5781.3
480,5746.65
511,5630.23
512,3806.48
639,5780.35
640,5790.82
767,5858.89
768,5585.43
769,5919.59
1023,5594.85
1024,3699.38
1025,5599.88
1525,5740.49
1526,5988.86
1527,5894.65
